id,premise,hypothesis,label
13360,apparently i i don't know if it was just the strong winds or some small tornadoes up this way too,The wind was not strong.,0
13377,Two girls laying in the grass smile as their picture is taken.,The girls are running a race.,0
13381,We organized.,"The people all did what they wanted to do, on their own.",0
13400,no matter who your employer is,You have to pay taxes no matter your employer.,1
13420,yeah yeah that's pretty bad,That's pretty bad but we can work around it.,1
13470,um-hum with the ice yeah,With the snow as well.,1
13487,He knew how the Simulacra was supposed to develop.,He knew how the Sim would be created in the game.,1
13488,"The present buildings are based around a fourth-century structure that is said to have been commissioned by St. Helen, mother of Constantine the Great (founder of Constantinople and the leader who converted the Roman Empire to Christianity), and the sixth-century chapel uses columns from an earlier Roman temple.",The construction played a huge part in the finding of Constantinople.,1
13497,Another legend claims these are the graves of two lovers who chose death over separation by their powerful families.,The graves belong to a group of slaves.,0
13504,Many automatic - fire modes.,"Many automatic rifles are select-fire weapons which are capable of firing in fully automatic, semi-automatic or burst-fire modes.",1
13557,A woman in a colorful outfit sitting on the ground.,The woman is knitting a sweater.,0
13606,A commotion from one of the gambling dens caught Ca'daan's attention.,Ca'daan was in a very deep sleep.,0
13635,yeah it really the the books are kind of uh imposing to say the least,Those books like a breeze.,0
13648,"The inverse price cap is a relatively simple notion that would require no more than a minor adjustment to the law, if one is needed at all.",Inverse price cap would require major changes to the law.,0
13650,"After relying exclusively on overseas trade, Venice created a new land-owning aristocracy through this expansion.",Venice never traded with anyone.,0
13664,"No, old thing, not in riotous dissipation. No such luck! The cost of living ordinary plain, or garden living nowadays is, I assure you, if you do not know   ",The narrator does not care about cost of living at all.,0
13673,"As shown in figure 5, these factors include","As seen in figures 5 through 8, the factors needed are...",1
13717,She noticed now that he was greatly agitated.,She hadn't noticed him when he was calm. ,1
13759,Noble Nobels?,Ignoble Nobels. ,0
13764," Menes was there, all right.",Menes did not leave for a break.,1
13769,ask them about it call them and because it's full full scholarship now it's uh not room and board but it's tuition full tuition paid if your parent works at TCU,It's a full scholarship that covers room and board.,0
13780,This makes it incumbent on the government to create incentives to recruit new employees and retain older employees.,There is no need for the government to create incentives just to recruit new people. ,0
13791,yeah that's true plus even if you lose weight and don't exercise it ends up just looking you know looking unhealthy,You have to exercise and lose weight to be healthy.,1
13792,It is expected that FASAB will continue to recommend statements on specialized topics.,FASAB makes accurate recommendations about the topics it covers.,1
13805,"El Greco enthusiasts will find half a dozen of his canvases, including a unique portrait of Felipe II at prayer in a sweeping celestial scene, as well as the classic Martirio de San Mauricio (The Martyrdom of St. Maurice), full of sensitive detail.",None of El Greco's works are here.,0
13806,absolutely yeah it's it's very easy to you know to do that or you know to abuse it it really is it's so easy to pull out the plastic,It's so easy to market something to get them to pull out a charge card.,1
13816,"With patience and luck by day or rotating shift watches by night, you may see wild pigs, sambars, and barking deer, gibbons, pig-tailed macaques and leaf monkeys, tree shrews, and red flying squirrels.","With patience you may see many interesting animals, but it is illegal to hunt.",1
13837,"It is almost nonstop fun, and because it is only minutes from the international airport, there is no lengthy transfer to your hotel.",The hotel has gym and pool facilities.,1
13844,It was this room which he had been directed to enter.,He was instructed to enter the room across the hall.,0
13857,right it does seem to be the case i don't know whether it's worth and the economy has gone pretty well for a hundred years or so with the government doing what they do with taxes steering investments and steering virtually every dollar you make or spend it gets uh steered one way or the other based on tax breaks you get and you know housing had tax breaks for a while and then they slacked off on that for a while and then just uh generally wanting to be in control of of where everything's going for the most part give you the best break if you go their direction i don't know what what would happen if we uh got rid of some of those controls and just went to what some people would say would be simpler of just having uh you spend this much uh therefore you should be taxed this much that would only encourage saving it's not a you know a tax your income because now you're talking about having to report it and all that kind of stuff,"If everyone decides to save money, it depresses the whole economy.",1
13858,The lead singer either sets against the ensemble as the dominant sound.,"The lead singer either leads the vocal ensemble, or sets against the ensemble as the dominant sound.",1
13886,Trying to summon and express good judgment may be next to impossible--even good judgment about what will sell.,Those who are involved know that a judgemental approach will not be the best solution.,1
13892,"Likewise, the volume of business advertising mail (i.e.",Businesses most frequently advertise via mailing.,1
13912,It is set to make entry impossible to one who does not have the words or who is unfriendly.,"Entry is impossible if you don't know what you're doing, but there are ways around it.",1
13916,"The specific nature of these principles varied depending on the organizationas mission, size, culture, and other factors, but each underlying key principle was consistently observed.","Key principles such as loyalty, faith, and strength were often observed.",0
13917,Deficiencies found during ongoing monitoring or through separate evaluations should be communicated to the individual responsible for the function and also to at least one level of management above that individual.,Deficiencies do not need to be reported.,0
13918,support because you know it was uh if you read it it only emancipated those who were in areas uh in rebellion against the United States all the other areas which would i think at that time would have included West Virginia and oh may have been Kentucky a few states you know that were not part of the South but still had slaves they didn't emancipate them,It emancipated all slaves in America.,0
13981,They'll tell on us.,They won't tell on us,0
13991,"There was a time not long ago when congressional hearings were designed to elicit information for members in order to help them draft legislation, recalls Reich ruefully.",Congressional hearings were better designed several years ago than they are now.,1
14020,yeah do you have any kids that you take fishing,Do you take any animals out fishing?,0
14043,"Such a drastic change in the external conditions, (especially in different habits of substance use and abuse by the carriers) was expected to have a very stimulating effect on young organisms and lead to the development in the moment of their birth of a prime basis for an IQ level higher by 50 percent..",Organisms were being bred to have higher IQs.,1
14053,see i would i always come look at it do they have could they be put even in life imprisonment could they be put to useful labor,"They could do work while in prison, like mow the grass.",1
14059,"More than that, the comparison also gets at what may be the most interesting thing about Las Vegas, namely that it's the economic equivalent of an exporting powerhouse.",The comparison was made because of societal reasons,0
14062,The SAB has advised the EPA that the appropriate way to account for age differences is to obtain the values for risk reductions from the age groups affected by the risk reduction.,The SAB's method for accounting for age differences is the best.,1
14105,yeah and they're still they're still out there though uh,They won't be out for long.,1
14108,"Types of water are discussed in Section 5, Facilities, Equipment, and Supplies.","Types of water are discussed in Section 7, Factories, Machines, and Hydrology.",0
14129,"Where Boutros-Ghali was highhanded and arrogant, Annan is gentle, soft-spoken, calm.",Annan is a rude jerk.,0
14133,Now the party is trying to prevent him from jumping ship.,The Party wants him to leave ASAP.,0
14134,that it's worth planting yeah,That it's just not worth planting.,0
14158,He can be reached at rhudy@mlsc.org.,He will respond at the email address.,1
14204,course i haven't been there in about uh eight years,I don't remember when I was last there.,0
14252,"There is a Military Museum and a British relic inside the St. Mary's Church, in the style of Wren.",The Military Museum focuses on naval history.,1
14261,He was initially ideologically committed to Arab nationalism and Arab socialism.,"He was initially ideologically committed to Arab nationalism and Arab socialism, but later came to rule under his own Third International Theory.",1
14290,But I have something else to suggest.,I have nothing more to say. ,0
14314,What's that?,What could that be?,1
14330,"In the last campaign cycle, Democrats returned $1.",That is a ridiculously low amount.,1
14357,Killing Lincoln is an American television film inspired by the 2011 book of the same name by Bill O'Reilly and Martin Dugard.,Killing Lincoln is an American television film inspired by the 2011 book of the same name by Bill O'Reilly and Mr. Monk.,0
14371,yeah looking looking forward to a really bad summer and hot summer,I'm looking forward to a hot summer because winter was so cold.,1
14377,"The cast includes Jason Behr, Monet Mazur, Krysten Ritter, Mike Landry, India Ennenga, Lydia Hearst, Lucy Gordon, and Carlos Velazquez.","The cast includes Jason Behr, Monet Mazur, Krysten Ritter, Mike Landry, India Ennenga, Lydia Hearst, Tito Puente, and Carlos Velazquez.",0
14379,This project is supported by our TIG funds and is organized by the National Technology Assistance Project (NTAP).,TIG funds are almost unending.,1
14382,"Marketing is a process and lot of people don't realize that, Langfelder said. ",Marketing can be difficult even if you know your target. ,1
14393,It passed the House Tuesday by 410-2.,It failed to pass the house on Wednesday. ,0
14421,"In April 1453 the Sultan's armies massed outside the city walls, outnumbering the Byzantines ten to one.",There were ten times as many of the Sultan's armies than Byzantines but they still lost.,1
14422,You can always head away from the coast and into the hills for some peace.,The hills are known to to be much noisier and full of bustle than the coastline.,0
14428,She always signed herself Rita Vandemeyer.,Rita Vandemeyer was not her full name.,1
14434,It is possible to emphasize this topic without stating that it should take precedence over other issues or have a certain amount of resources devoted to it.,The other issues will also be addressed.,1
14435,"Avis' profits jumped 35 percent in the first six months of employee ownership, and the company remained profitable for the next decade.","Avis's profits dropped, and the company suffered a loss for a decade.",0
14510,uh-huh oh yeah oh that sounds pretty neat,"OK, I'd like to do that.",1
14548,All other albums featured at least one song sung by either Andy Flag.,All other albums featured at least one song sung by either Andy Flag or Chris #2.,1
14571,This esteem reverses the judgment of Abstract Expressionists who denied Dove's paternity of their movement and dismissed his landscapes as simple-minded.,This esteem confirms the judgement of Abstract Expressionists.,0
14596,"'This way, this way!' Daniel slammed the secret door shut behind us.",Daniel didn't know what to do.,0
14633,These protocols are intended to provide clearly defined and transparent policies and practices relating to GAO's work.,These protocols have shown to be successful and help the GAO's work.,1
14690,Individual musicians who formed bands under their own name there are included.,"Individual musicians who formed bands under their own name there are included, but not if they are solo artists from the region.",1
14699,"But, if we are right? ","But, if we are wrong?",0
14702,"Well aware of the island's burgeoning wealth and repository of supplies, the French pirate Bertrand de Montluc sailed into Funchal harbor with his 11-galleon armada and 1,300 men.",The pirate Bertrand de Montluc avoided the wealthy island owing to its heavily armed garrison.,0
14730,"The album was re - released with four remixes from Sims ' "" False Hopes Four "" on vinyl in June 2015.","The album was re-released with four remixes and five songs from Sims' ""False Hopes Four"" on vinyl in June 2015.",1
14737,What'd you see? ,He saw something beautiful.,1
14754,yeah it's true it is in in fact i have a friend of mine that moved to North Carolina she's um an emergency room nurse she does the operating room,My friend moved to NC to take a job as a nurse in a trauma unit at a hospital emergency room.,1
14765,These were cut into the Castle Rock in the 15th century to create an extra floor of space; they offer a fascinating insight into the lives of the ordinary soldiers in days gone by.,They made extra floor space by carving into the rock and mountain.,1
14793,The store was popularly known as the Boston Store.,The store was popularly known as Denholm's or the Boston Store.,1
14801,And I think that will be its lasting legacy,I think that improved funding will probably be its lasting legacy.,1
14809,in our town of five thousand we have one that is uh local FM AM station and their news is fed from CNN too uh it's more of uh,The town did not have anything worth reporting on the radio about local events.,1
14836,"At the peak of the Reagan Cold War buildup in the mid-1980s, defense claimed about 6 percent of GDP.",This budget prevented a war with Russia.,1
14842,helping the kids more with their homework in the evenings um we just started a thing where every other week we go to uh movies there's a movie theater that offers dollar movies on Wednesday nights,"As a special treat for the kids doing well in school, we take them to the movies.",1
14847,The orrery was housed temporarily in the reconstituted hall of the Satheri in the capital city.,The orrey was to be permanently kept in the rebuilt hall of the Satheri.,0
14866,But what can have happened? ,Is this something that is normal?,1
14884,These represent a new and a modified information collection that has been submitted to the Office of Management and Budget (OMB) for its review and approval.,The original information collection procedure was found to be deficient.,1
14897,um i've never been to a Chicago concert bet it was great,I wish I could have gone to a Chicago concert.,1
14908,you too  good-bye,Hello there.,0
14915,A child rides a unicycle while a crowd watches.,A child is riding a bicycle on a sidewalk.,0
14936,you know Arnold Schwarzenegger is getting to be uh a bit of a variety actor you know at first he was just a big muscle man but he's kind of branching out,I prefer Arnold Schwarzenegger as a variety actor to when he was a muscle man.,1
14947,"The arcaded facade of the church, in a style reminiscent of Italian fascist architecture, is big enough to fill one side of the esplanade.",Large enough to fill the esplanade was the facade of the church in French communist architecture.,0
14954,6) The pact will promote fiscal irresponsibility by reducing stern German domination of European fiscal policy.,The pact would reduce Germany's exports in European fiscal policy.,1
14966,"The 22,000 MWe difference, between the number of FGDs which would be cost effective to build and the estimated number based on resources, would be pushed back a few years to be completed by 2010.","The number of FGDs may go up depending on if more data is needed when using 22,000 MWe to complete the project.",1
15019,"A tennis player, wearing a yellow shirt, jumps to hit the ball to the other player, who is wearing black.",The couple eats dinner together.,0
15022,"But next to $500 billion, $750 million a year looks like a bargain.",$750 million is more money than $500 billion. ,0
15036,and uh so he went in and now he's a registered voter but he would not vote before that,He went with his whole family and they all registered to vote.,1
15050,And uh then i have given that up but uh i would really like to start that again because i am now you know not in a position that i like myself i don't feel,I don't dream of ever starting again; I love my current position.,0
15056,uh-huh oh yeah that's right you would yeah,I don't think so. ,0
15059,Today its sidewalk cafe shaded by plane trees are a world away from the roar of the city.,"The sidewalk cafe, surrounded by plane trees, are nowhere near the noise of the city and may include a theater",1
15082,yeah but it's i mean you could you the game could be at seven thirty at seven fifteen and you could say hey let's go to the game and you'll get a seat,The game is open to all people of all ages.,1
15096,that still does it that's right,you're wrong because it doesn't do it anymore,0
15121,it's really right that's probably true that's probably true it's it's very very good very good that's another one that i was really glad when it won all those awards because it really deserved it,I watched all of the award ceremonies at my house.,1
15131,i'm i'm not sure how that timing related to the Quayle announcement but he was trailing at at times or or just just neck and neck i guess,"I'm not sure how the timing compared to when Quayle made the announcement, but I think it was the same day.",1
15234,"But as Felix Frankfurter wrote in dissent, this distinction is silly.",Felix Frankfurter has never written anything in his entire life.,0
15257,Those who are adept with a bow and arrow can keep their hand in on Ibiza and Formentera.,Bows and arrows have been banned at Formentera and archers are not welcome.,0
15260,"When Hideyoshi died in 1598, he hoped to have his five-year-old son continue his  dynasty,  initially under the tutelage of five regents.",Five-year-old son was never supposed to continue his dynasty.,0
15263,The fiction of Japanese imperial power had become infinitely extendable.,The Japanese imperial's powers was given to the ruler by the gods.,1
15312,"A young man and woman lay on a bed, the woman makes a goofy face.",The man and woman are relaxing together.,1
15345,"The caves were a hide-out for anti-Japanese, Communist guerrillas during World War II.",The caves were not a hide out during the World War II.,0
15352,huh huh well uh Frank i think i kind of need to get back to some other things so i i hope we've talked uh,"Let's keep talking, Frank.",0
15360,"Lola Thigh sang and preformed nightly at a venue of Klepacki's major competitor, also a Klepacki (don't confuse these two, the fact that both had the same last name was purely coincidental, and besides, the other one had a different first name - Jacek).",Thigh was a bookie.,0
15365,so uh is there any i'm not sure how long we're supposed to talk,I think we are not supposed to talk yet.,0
15373,'While we're meeting with him.',"While we meet him, we will take nots.",1
15438,I could ask myself why? but I know the answer.,I've always known why my parents lied to me. ,1
15467,This pope often violates what was taught for many centuries as holy tradition without any kind of respect for those of us who lived under the old church.,The pope goes against the church's traditions when he thinks it will benefit the people of the church.,1
15515,"My dear Poirot, I said coldly, ""it is not for me to dictate to you. ",Poirot and I have a great relationship and dictating to you would ruin it.,1
15551,Jeffrey Goldberg's middle ground on gun control (see his ) seems to be that only untrained people kill people.,Jeffrey Goldberg uses plenty of statistics to show that untrained gun owners are most often the killers.,1
15589,um it sounds like i'm wise,"I may be, in fact, very wise!",1
15592,"Well, I'll be liter'ly bumfuzzled!",I am confused but happy.,1
15604,Newman did not make the team.,Newman was drafted by the San Francisco 49ers but did not make the team.,1
15618,uh mainly the the books i read are uh business related,Books about business are fun to read.,1
15620,FEMA and VBA were selected because a literature review of relevant articles indicated that front-line employees from those agencies had been empowered or involved in key agency decisions or operations.,FEMA and VBA were picked because the literature review found front-line employees were not involved in decision making.,0
15623,He makes a truncated plea for reform.,He desired change ,1
15664,so i was reading an article in uh National Geographic and i don't know i don't think they have any more money than any of the other countries they don't have oil or anything and they don't have big tourism,They do very well for themselves. ,0
15675,"By the Early Bronze Age (c. 3200 b.c.  2200 b.c. ), people had begun fortifying their towns, building temples and palaces, and founding the first city-states.",The fortified towns was necessary due to the constant need to protect from those looking to raid and steal.,1
15688,"At the same time, GAO's work over the years, most prominently in our High-Risk and Performance and Accountability Series, has amply documented that many agencies suffer from a range of long-standing management challenges and a lack of attention to basic stewardship responsibilities,",The GAO found that there were no problems with any agencies.  ,0
15696,it's funny how your little minds work isn't it oh,The mind of a child is an ever changing thing.  ,1
15700,if you choose to go you know you pick up the difference according to the emergency it doesn't make any difference you can you know you can go wherever you need to go,You can go wherever you need to if you have a heart attack.,1
15744,The university's senior security officer noted that the database could be augmented to provide an even broader range of security management information.,The university's senior security officer didn't note anything.,0
15751,"16 billion, not accounting for plan sponsor responses to reduce that impact.",The military defense budget was shrinking since last year.,1
15780,"Also, a story asserts that the San Francisco 49ers' Steve Young is the best quarterback ever, statistically speaking.",Steve Young also believes that he is the greatest quarterback of all time.,1
15835,"In the north, opposite Gezira Island, the Egyptian National Circus, a Soviet-trained troupe, performs nightly except in summer.",There is no National Circus in Egypt at all.  ,0
15859,"Under the rule, HUD may also accept an assignment of","Depending on the rule, hud may or may not be able to accept. They have to check first.",1
15871,"There is a wide promenade along the seafront with cafe and restaurants, but the heart of the magnificent old town lies just above this, overlooking the harbor.",The city's harbor is one of the biggest in the world.,1
15880,"If his luck holds (as it doesn't for most day traders), he could net $85,000 this year.","At this rate with his bad luck, he wont earn a dime day trading this year.",0
15916,uh-huh yeah oh i think that you know part of the biggest problem there is that they still really are third world country and they haven't uh caught up uh economically with uh say the United States,Third world countries cannot catch up to the United States economically.,1
15923,in Asia yeah i spent,"In Asia, yeah, I spent 3 years",1
15927,"However, the requirements now found at section 3(b)(2)(A), (D), and (E) were similarly included in the previous version of the Executive Order and it appears that the Department meets those requirements.",The Executive Order has caused the change in requirements.,1
15940,Table 1 (row 2) shows that they require less time than either foot or park-and-loop routes.,Table 1 proves the routes go quicker when they are not walking or parking and walking in urban areas.,1
15941,"What do we think of Kansas, class?",We think Kansas is a boring state.,1
15943,um which is always kind of funny um and i remember my older sister i have a sister who's sixteen years older and at the time that i was,I have an older sister and a younger brother. ,1
15959,and um a lot of people just just wear jeans and and uh sweats all the time and they dress up like when customers are coming in or uh when we have department meetings or something like that and um,No one is allowed to wear anything other than the uniform.,0
15983,"And are Kinsky's rippling, Philip Glass-like progressions meant to suggest profundity or empty pretentiousness?","Are Kinky's booming, ZZ Top-like progressions supposed to signify pop culture or postmodernism?",0
16009,see now we've run into a lot of problems where our relatives were well i've lived here for thirty years and we've built this and this is our home and we have nothing else to show for our lives and we don't want to leave uh we've run into a lot of that,The relatives were ready to leave even though they lived their for years.,0
16012,The itinerary for a first visit to France is bound to include Paris.,Paris is often skipped on the first trip to France.,0
16056,"At the same time, top Enron executives were free to exercise their stock options, and some did.",Top Enron executives were free to exercise their stock options and every single person exercised their options,0
16061,"From the way she had studiously avoided looking at him, and her action with the light, he came to the conclusion that the room was overlooked.",She very decidedly stared straight at him and he came to the conclusion the room hadn't gone unnoticed. ,0
16077,yeah exactly it's like me with gardens i can go out there and plant a garden and then watch the bugs and,I am not like that with my garden.,0
16089,"So convenient a thing it is to be a reasonable creature, since it enables one to find or make a reason for everything one has a mind to do.",There's no reason to be reasonable.,0
16097,"The Methodology of Comparative Research, pp. 1-20.",20 pages on the Methodology of Comparative Research.,1
16110,Results-oriented managers view training as an investment rather than an expense.,Some managers send troublesome employees to training just to get them out of the office.,1
16120,"After a bit of pottering about, I found it on the bedside table.","Whatever they were looking for, it wasn't found on the bedside table. ",0
16155,It seems that the Chinese people vacillate between craving foreign goods and giving vent to anti-foreign passions.,The Chinese love other nations and their imports.,0
16164,"A number of companies offer underwater tours in glass-bottomed boats or submersible craft, or you can rent snorkel or scuba gear to get a closer look yourself.",There is no current company renting any scuba gear locally.,0
16175,how come  i've been kind of um i guess the commercials are getting to me the Toyota commercials and i know that a lot of people i've i've known that have had Toyotas have been just extremely happy with them that hardly had any problems at all,I own a Honda but I would be open to getting a Toyota someday.,1
16187,"Perhaps the best view of Los Angeles can be seen on clear days and nights from the Griffith Observatory on Mount Hollywood, a location also featured in the James Dean classic Rebel Without a Cause.",The observatory was named after James Griffith III.,1
16195,Captains and Kings,Kings and Captains is the title of the documentary.,1
16202,This is vital work.,This work is not critical.,0
16212,"The song on the Detroit-based Hot Wax label was written by Greg Perry, General Norman Johnson and Barney Perkins.","The song on the Detroit-based Hot Wax label was written by Greg Perry, General Brando and Barney Perkins.",0
16271,That's a nice testable hypothesis.,The hypothesis wasn't a very good one at all.,0
16276,"For doubles, the top four pairs previously top eight pairs qualified for the WTA Tour Championships.","For doubles, the top four pairs (previously top eight) pairs qualified for the WTA Tour Championships, but still continued with the single elimination format.",1
16282,Go to them.,Go get your sword from them.,1
16332,"To help ensure the success of GPRA, the CFO Council, which the CFO Act created to provide the leadership foundation necessary to effectively carry out the Chief Financial Officers' responsibilities, established a GPRA Implementation Committee.",The CFO Act destroyed the CFO Council. ,0
16333,TEST METHODS,TEST METHODS,1
16354,"For example, the Director at FAA's Logistics Center saw the need for operating more like a private sector business and envisioned the organizational and operational changes that would be required to do that.",The  Director at FAA's Logistics Center saw there was a need for changing how the budget is drawn up..,1
16363,"It depends, in short, upon what the meaning of the word negotiation is.",It depends on what the meaning of insistence means.,0
16366,Research Methods in Social,Social research methods are considered essential to learn,1
16437,yeah taxes would undoubtedly be occurring uh there i don't know i i don't even understand exactly how taxes are handled in a territorial situation um frequently the laws in a territory are are in some ways as stringent as they are in other states i uh and i'm thinking in terms of education but then again each state sets its own and i don't know how a territorial governor takes care of something like Puerto Rico um it's interesting because i hadn't thought of them in terms of the problems relative to uh economy uh i had thought of it more in terms of political uh realization and i guess i had automatically made the assumption that gee anyone would rather be a state of the US than an independent country,The taxes in Puerto Rico are a piece of cake.,0
16439,A person in a gray shirt doles a substance into cups on a green tray while a woman in a seafoam green sweater on their left squirts a liquid into a bucket.,two men sit in a cafe,0
16466,the other check went through,The other check went through when you clicked confirm.,1
16469,It did not slow him.,"It was not strong enough to slow him, despite its efforts.",1
16479,"In other words, very attractive.",She was ugly.,0
16496,"Many of the 237 carved panels, each different, were believed to conceal poisons, as well as jewels and state papers.",Many of the panels feature a floral motif.,1
16518,"She ensconced herself on a red velvet seat, and gazed at the Turners with unseeing eyes until she saw the familiar figure enter the room.",She stood and paced back and forth as the Turners stared at her.,0
16530,The analysis concluded that the rule as proposed in 1993 would have had severe adverse effects on small businesses.,The rule would have only helped big businesses.,1
16599,"Of course, there are limits.",It's basically infinite.,0
16618,"And even if it had been Pavarotti, he'd have brought along the other two tenors, assuming they could get time off from their PBS commitments and their stadium bookings.",Pavarotti was going to perform on his own all along.,0
16620,"In any event, the tie-in of the SCR and the FGD systems could be done in the same outage, and it has been confirmed that the installation of SCR and scrubber could be performed simultaneously without interference.",The SCR and the FGD systems will need a long delay between them to complete.,0
16634,"His Persian troops chipped the gold out of its pillars and inlay off the ceiling, and then carted away the fabulous Peacock Throne.",The art found on the ceilings and the pillars have since been recreated.,1
16654,"Therefore, we proudly announce that the entire population of the United States--267,090,705 wonderful Americans as of Thursday evening, according to the Census Bureau's population clock--is on the first annual list of Slate's Most Influential Americans With the Hottest Bods and Biggest CEO Salaries Not to Mention Intriguing Personalities and Best Restaurants Under $25 for the Next Century.","There are 277,000,000 Amaericans.",1
16655,you know that's the problem that i think we have,That's just one of the problems I believe we have. ,1
16656,Two men in animal print pants sleep on a white bed.,A woman watches TV.,0
16663,yeah i yeah about that time i think it was neck and neck and i the only the only reason at the time that i could think of was that he was young and and sort of charismatic in uh in uh handsome sort of way,If he wasn't young or sort of handsome it wouldn't have been such a close race. ,1
16692,Tommy was suddenly galvanized into life.,Tommy had been downcast for days.,1
16697,"After all, it came to recognize, the mission of the marine safety program was not to do more and better inspections of vessels, but to save lives.","Each time the marine safety program added new regulations, the longer the actual physical examinations took.",1
16712,"ARTnews , May 1999",ARTnews went out of business in May 1999.,1
16761,so it's sociology,so it's biology,0
16776,The donations are tax deductible.,"Unfortunately, these donations are not tax deductible. ",0
16842,Its flowers are two-lipped but with the upper lip diminutive.,Its flowers are two-lipped but with the low lip diminutive.,0
16846,Dostoyevsky wrote a book called The Idiot about a guy who is unprepossessing and naturally holy.,"Dostoyesky's The Idiot is about a cruel, handsome guy.",0
16850,He felt instinctively that the American would arrive in time.,Americans are always late.,0
16852,GAO is also utilizing the strategic plan to manage our own transition.,GAO is not doing anything for our transition.,0
16867,"The fighters of the western mountains had their own songs, the rizitika, with lyrics praising bravery and patriotism.",The rizitika were ancient songs whose origin was hard to determine. ,1
16870,To get your favorite parts of Slate,To retrieve the parts of Slate that you rated the lowest,0
16877,It's not always easy.,Sometimes it's hard to be on time. ,1
16885,An older woman wearing blue and a rag on her head holding a young child.,The older woman is carrying a heavy boulder.,0
16900,oh i know i can't imagine even well that would it is just pretty bad but so i guess um,I could not imagine how bad things are.,0
16936,Man in a blue shirt practicing karate.,There is a man in a pink shirt.,0
16941,uh dog just ran off with my shoe that's off the subject,"My dog often steals my shoes, and I act like it's annoying but actually I find it pretty adorable.",1
16942,Peel Edgerton.,Do not peel Edgerton.,0
16946,"Bakis, with admirable audacity, has set herself the almost impossible task of making these dogs 'human' and just misses the mark, says the Journal . Fugitive Pieces is a poetic telling of the life of a Holocaust-survivor-turned-poet.",There are heartbreaking scenes in the literary work Fugitive Pieces.,1
17004,i mean i think i've read all four of them and i understand that there's a fifth in the last six weeks he's been on the road a lot,"I have only read one, and I'm pretty sure there isn't more than one.",0
17115,"The martial art is frequently romanized informally as Taekgyeon, Taekkyon, or Taekyun.","The martial art is frequently romanized informally as Taekgyeon, Laffak, or Taekyun.",1
17117,"In this context the term "" extended memory "" may refer to either only the portion available through this API.","In this context the term ""extended memory"" may refer to either the whole of the extended memory or only the portion available through this API.",1
17134,"Slate , the growth of labor-intensive exports from Third World countries, a development possible only because those countries are able to offset their disadvantages by competing on the basis of cheap labor, has brought about a huge improvement in the human condition, even if the wages look miserably low by our standards.",The exports from these Third World countries are often of higher quality than those from First World countries.,1
17157,"""Texas...."" Something in the way Fenner repeated that made it sound not like a confirmation but a question.","Fenner kept repeating the word ""taxes"".",0
17168,In full costume.,He was wearing normal clothes.,0
17203,but it just it it really doesn't make any difference this is just a chapter a another chapter in Middle Eastern history,It matters a great deal!!,0
17232,The winged Victory of Samothrace and beautifully proportioned Venus de Milo.,The Virctory of Samothrace is more popular among artists than Venus de Milo.,1
17266,Internal control plays a significant role in helping managers achieve those goals.,The managers have lost control.,0
17270,"It was erected here in 1836, a gift from Mohammed Ali, viceroy of Egypt.",Mohammed Ali was personally very involved in the production of the monument.,1
17284,The proposal was rejected.,"The proposal was rejected, but the Southern States nonetheless seceded in rapid succession.",1
17290,A commemorative plaque (near the Baroque fountain) embedded in the piazza marks the spot where Savonarola was executed .,No one knows where Savonarola was executed.,0
17296,"Deciviews, like the analagous term decibel, employ a logarithmic scale to evaluate relative changes in visibility that is more directly related to human perception.",A deciview is a word which was coined during the 2000s.,1
17297,"I looked White carefully up and down, and found him totally unreadable.",I was able to read White like a book. ,0
17299,Boat trips (see page 26) are good fun for everyone.,Falling off the boat may not be seen as fun though.,1
17314,"Asked about abortion the other day on CNN, Republican National Committee Chairman Jim Nicholson also invoked what is apparently the party-line  inclusive party.",The Republican politicians and spokespeople rely on the party-line when it comes to abortion because their constituents insist on it.,1
17326,yeah and it'd be nice to do it with with all the same kind too,"It would not only be nice to do it, but very exciting.",1
17327,"'Ah,' I covered, 'I was unnerved at first, but your Mr. White calmed me down.",Mr White yelled at me and scared me.,0
17339,"Scotland Yard for me!""",Only Scotland Yard for me or I will consult my lawyer.,1
17344,"1. Federal fiscal policy affects the federal surplus or deficit which, when measured on a NIPA basis, represents the amount of federal government saving or dissaving, which in turn directly affects national saving.",National saving needs to be increased,1
17355,"Instead, Craig concentrated on the overall design.",Craig focused on the details.,0
17364,Selana's uncle had been one of the dead.,Selana's uncle was killed in battle.,1
17383,"Jai Shri Ram means "" Hail Lord Raam "", Hindu deity and the seventh Avatar of Lord Vishnu.","Jai Shri Ram means ""Hail Lord Raam"" or ""Victory to Lord Rama"", Hindu deity and the seventh Avatar of Lord Vishnu.",1
17398,Reinventing the  Moving From Financial Management to Strategic Management.,Creating new structures for the strategic management section.,1
17412,"To resume my economist's hat, scarcity confers value, and the realization that one's days are few increases one's appreciation of their value.",nobody realizes anything,0
17423,it was nice talking to you too thanks bye bye,I had a bad time talking to you. ,0
17425,sometimes they just change them completely,Sometimes they change the books completely without caring about the author.,1
17436,had her at a private sitter for i guess two two and a half years after that,She was a good sitter so I still had her for more than two years.,1
17452,With the revival of island dialects has come a renewed interest in Balearic culture.,There has not been a revival in island dialects. ,0
17511,"But what happens when those agents' names get e-mailed from the United States to, oh, Libya and immediately get posted on www.muammar.com?",There is no reason to email a list out of the country just to post it on the internet.,1
